id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
26276-20161216,2493773,30516,1,HYLAND A NOLAN PLASTERING,HYLAND A NOLAN CONTRACTORS,7408 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,23,7-23,3,1010,Limited Business License,,,26276,RENEW,,10/15/2016,10/26/2016,N,12/16/2016,12/15/2018,10/26/2016,10/27/2016,AAI,,49,41.760528052,-87.561778346,"(41.76052805156002, -87.56177834584047)"
29299-20161216,2493792,31240,1,JAMES E COLE,STARLIGHT BARBER SHOP,1912 E 79TH ST 1ST,CHICAGO,IL,60649,8,23,8-23,4,1010,Limited Business License,,,29299,RENEW,,10/15/2016,12/30/2016,N,12/16/2016,12/15/2018,12/30/2016,01/03/2017,AAI,,50,41.751692876,-87.577860184,"(41.75169287565388, -87.57786018406283)"
22574-20160416,2447985,31785,1,HERBERT FRAZIER,HERBERT'S BARBER SHOP,7852 S JEFFERY BLVD  1ST,CHICAGO,IL,60649,8,23,8-23,4,1010,Limited Business License,894,Hair Services,22574,RENEW,,02/15/2016,10/25/2016,N,04/16/2016,04/15/2018,10/25/2016,10/26/2016,AAI,,50,41.751863991,-87.576135429,"(41.75186399071785, -87.57613542890851)"
2308508-20160216,2438915,32274,1,E-Z TREE RECYCLING INC.,E Z TREE RECYCLING INC,7050 S DORCHESTER AVE 1ST,CHICAGO,IL,60637,5,51,5-51,3,1010,Limited Business License,773,Retail Sales of Outdoor Equipment and Supplies,2308508,RENEW,,12/15/2015,01/16/2016,N,02/16/2016,02/15/2018,01/16/2016,01/19/2016,AAI,,42,41.766324158,-87.591148523,"(41.7663241577171, -87.59114852331074)"
33952-20161216,2493813,32509,1,FOSCETT'S COMM & ALARM CO,FOSCETT'S COMM & ALARM CO,1842 E 79TH ST 1ST,CHICAGO,IL,60649,8,26,8-26,4,1010,Limited Business License,,,33952,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/16/2016,AAI,,50,41.751676176,-87.579166906,"(41.751676175549356, -87.57916690602892)"
1884600-20161216,2493824,33279,2,PERKINS MOVING CO,PERKINS MOVING CO,1807 E 71ST ST 1,CHICAGO,IL,60649,7,36,7-36,3,1010,Limited Business License,,,1884600,RENEW,,10/15/2016,12/01/2016,N,12/16/2016,12/15/2018,12/01/2016,12/02/2016,AAI,,42,41.76591711,-87.58098034,"(41.7659171103862, -87.58098034037481)"
2411939-20150707,2411939,33434,3,OSWALD C O'CONNOR,K P C MUFFLERS,1500 E 75TH ST 1ST,CHICAGO,IL,60619,8,50,8-50,3,8340,Motor Vehicle Services License,712,Motor Vehicle Repair - Engine and Transmission Work,2411939,ISSUE,06/30/2015,07/07/2015,07/07/2015,N,07/07/2015,07/15/2017,07/07/2015,07/07/2015,AAI,,42,41.758855677,-87.5882573,"(41.75885567707155, -87.58825729952453)"
2218310-20161016,2484843,34076,1,MELBAR INC,MELBAR FOREIGN CAR REPAIR,1401 E 71ST ST 1ST,CHICAGO,IL,60619,8,9,8-9,3,8340,Motor Vehicle Services License,712,Motor Vehicle Repair - Engine and Transmission Work,2218310,RENEW,,08/15/2016,09/08/2016,N,10/16/2016,10/15/2018,09/08/2016,09/09/2016,AAI,,42,41.765905551,-87.590964125,"(41.76590555073838, -87.59096412528706)"
46891-20161216,2493863,36366,1,"D. ANGELO PAWNERS & JEWELERS, INC.","D. ANGELO PAWNERS & JEWELERS, INC.",6920 S STONY ISLAND AVE  1,CHICAGO,IL,60649,5,10,5-10,3,1594,Pawnbroker,732,Pledging of Property for Money (Pawn),46891,RENEW,,10/15/2016,12/06/2016,N,12/16/2016,12/15/2018,12/06/2016,12/07/2016,AAI,,42,41.769083283,-87.586437488,"(41.76908328344945, -87.58643748790274)"
2217614-20161216,2493871,36655,1,G T LEWIS & ASSOC INC,G T LEWIS & ASSOCIATES,7328 S EUCLID AVE  1,CHICAGO,IL,60649,7,6,7-6,3,4404,Regulated Business License,724,Other Home Occupations,2217614,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/16/2016,AAI,,,41.761610788,-87.57818588,"(41.761610787892806, -87.57818588028032)"
48071-20150716,2399811,36759,3,CITY SPORTS ON WILSON,CITY SPORTS ON 71ST,2024  -02026 E 71ST ST 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,,,48071,RENEW,,05/15/2015,06/19/2015,N,07/16/2015,07/15/2017,06/19/2015,06/19/2015,AAI,,42,41.766360562,-87.575230112,"(41.76636056216456, -87.57523011190605)"
51151-20161216,2493877,37842,1,HAYGOOD LOOKING INC,HAYGOOD LOOKING,2732 E 79TH ST 1ST,CHICAGO,IL,60649,7,3,7-3,4,1010,Limited Business License,894,Hair Services,51151,RENEW,,10/15/2016,11/02/2016,N,12/16/2016,12/15/2018,11/02/2016,11/03/2016,AAI,,49,41.751963941,-87.557095237,"(41.751963941095184, -87.55709523701924)"
2211741-20150216,2370119,37970,1,PATRICK TAYLOR,PATRICK TAYLOR,7730 S YATES BLVD 1ST,CHICAGO,IL,60649,7,13,7-13,4,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2211741,RENEW,,12/15/2014,05/28/2015,N,02/16/2015,02/15/2017,,05/28/2015,AAI,,,41.754423678,-87.566432775,"(41.754423678268644, -87.56643277514857)"
51832-20161216,2493878,38085,1,HAROLYN W KEARNEY,PROGRESSIVE FUNERAL HOME,7208 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,9,7-9,3,1010,Limited Business License,709,Miscellaneous Personal Services,51832,RENEW,,10/15/2016,01/03/2017,N,12/16/2016,12/15/2018,01/03/2017,01/03/2017,AAI,,42,41.76393285,-87.58641967,"(41.763932849924934, -87.58641966983205)"
2204790-20161216,2493880,38400,2,HEATHER D PARISH,HEATHER D PARISH,6756 S OGLESBY AVE  3,CHICAGO,IL,60649,5,32,5-32,3,4404,Regulated Business License,724,Other Home Occupations,2204790,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/16/2016,AAI,,,41.771861967,-87.568445477,"(41.7718619674353, -87.56844547653546)"
2308250-20150716,2399842,39667,4,FRANK GIBSON,FRANK GIBSON TOTAL REMODELING,1723 E 71ST ST,CHICAGO,IL,60649,7,36,7-36,3,4404,Regulated Business License,673 | 602,Home Repair Services | Administrative Commercial Office,2308250,RENEW,,05/15/2015,08/04/2015,N,07/16/2015,07/15/2017,08/04/2015,08/04/2015,AAI,,42,41.765904109,-87.582674956,"(41.76590410915596, -87.58267495583883)"
56807-20161216,2493900,40046,1,AOBA ENTERPRISES INC,AOBA ENTERPRISES,2255 E 75TH ST  1,CHICAGO,IL,60649,7,34,7-34,4,1010,Limited Business License,,,56807,RENEW,,10/15/2016,10/26/2016,N,12/16/2016,12/15/2018,10/26/2016,10/27/2016,AAI,,49,41.75884923,-87.569035593,"(41.75884922952902, -87.56903559258501)"
2147994-20160816,2471857,40804,2,JAE R LEE,MODERN SHOES,2044 E 71ST ST 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,,,2147994,RENEW,,06/15/2016,06/28/2016,N,08/16/2016,08/15/2018,06/28/2016,06/29/2016,AAI,,42,41.766367119,-87.574472353,"(41.7663671194423, -87.57447235306738)"
63317-20150316,2375651,42387,1,LIBERTY HARDWARE ENTERPRISES,MIDWEST HARDWARE,2534  -02538 E 79TH ST 1ST,CHICAGO,IL,60649,7,17,7-17,4,1010,Limited Business License,904,Retail Sales of General Merchandise,63317,RENEW,,01/16/2015,03/11/2015,N,03/16/2015,03/15/2017,03/11/2015,03/12/2015,AAI,,49,41.751890641,-87.562455564,"(41.75189064094564, -87.5624555642325)"
2204945-20161216,2493925,44388,2,INLINE DESIGN INC,INLINE DESIGN,6846 S PAXTON AVE,CHICAGO,IL,60649,5,34,5-34,3,4404,Regulated Business License,724,Other Home Occupations,2204945,RENEW,,10/15/2016,11/20/2016,N,12/16/2016,12/15/2018,11/20/2016,11/21/2016,AAI,,,41.770282878,-87.571668782,"(41.77028287796114, -87.57166878166072)"
2215639-20160216,2439056,45084,7,CHICAGO YOUTH CENTERS,REBECCA K. CROWN CHLD. DEV. CT,7601 S PHILLIPS AVE  1,CHICAGO,IL,60649,7,39,7-39,4,1023,Children's Services Facility License,823,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm",2215639,RENEW,,12/15/2015,01/25/2016,N,02/16/2016,02/15/2018,03/08/2016,03/09/2016,AAI,,,41.757098777,-87.564978466,"(41.757098777020786, -87.5649784656571)"
1330628-20160416,2448122,46672,2,MOAZMA SYED,IMANI HAIR CARE PRODUCTS DISTRIBUTORS & BEAUTY SALON,7032 S STONY ISLAND AVE 1ST & 2ND,CHICAGO,IL,60649,5,10,5-10,3,1010,Limited Business License,894,Hair Services,1330628,RENEW,,02/15/2016,05/10/2016,N,04/16/2016,04/15/2018,05/10/2016,06/06/2016,AAI,,42,41.766932049,-87.586497735,"(41.76693204922776, -87.58649773529392)"
2423927-20150909,2423927,46993,3,LAURENCE KENSEY,LAURENCE E. KENSEY,7334 S JEFFERY BLVD 1,CHICAGO,IL,60649,7,26,7-26,3,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2423927,ISSUE,09/09/2015,09/09/2015,09/09/2015,N,09/09/2015,02/15/2017,,09/09/2015,AAI,,,41.761496102,-87.576345675,"(41.76149610241347, -87.57634567519376)"
2217622-20161216,2493943,47658,1,PATRICIA M LYNCH,PMGRAPHICS,6950 S EUCLID AVE 1ST,CHICAGO,IL,60649,5,28,5-28,3,4404,Regulated Business License,724,Other Home Occupations,2217622,RENEW,,10/15/2016,12/27/2016,N,12/16/2016,12/15/2018,12/27/2016,12/28/2016,AAI,,,41.768283824,-87.577733578,"(41.76828382371801, -87.57773357821108)"
1331599-20151116,2425065,48119,4,"BASTE FINANCIAL SERVICES, INC.",LIBERTY TAX SERVICE,7116 S JEFFERY BLVD,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,197,Tax Preparation Services,1331599,RENEW,,09/15/2015,11/12/2015,N,11/16/2015,11/15/2017,11/12/2015,01/08/2016,AAI,,42,41.765599309,-87.576435623,"(41.765599308535755, -87.57643562270191)"
1573481-20151116,2425066,48119,6,"BASTE FINANCIAL SERVICES, INC.",LIBERTY TAX SERVICE,1918 E 79TH ST,CHICAGO,IL,60649,8,23,8-23,4,1010,Limited Business License,197,Tax Preparation Services,1573481,RENEW,,09/15/2015,11/12/2015,N,11/16/2015,11/15/2017,11/12/2015,01/08/2016,AAI,,50,41.75169612,-87.57760673,"(41.75169611992899, -87.57760673022756)"
79393-20161016,2484919,48389,1,MAYOLA F CLAY & CLEMON C CLAY,GORDY'S BARBER SHOP,1407 E 75TH ST GROUND,CHICAGO,IL,60619,8,50,8-50,4,1010,Limited Business License,894,Hair Services,79393,RENEW,,08/15/2016,09/06/2016,N,10/16/2016,10/15/2018,09/06/2016,09/07/2016,AAI,,,41.758616953,-87.590485168,"(41.75861695312741, -87.5904851676451)"
2215660-20150416,2381122,48617,1,"HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED","HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED",2524-2530 E 73RD ST 1ST,CHICAGO,IL,60649,7,40,7-40,3,1023,Children's Services Facility License,825 | 823,"Supervision of, and Care for, Children Under 2 Years of Age, During the Day Between 6am-9pm | Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm",2215660,RENEW,,02/15/2015,03/06/2015,N,04/16/2015,04/15/2017,03/31/2015,04/01/2015,AAI,,49,41.762858931,-87.563249177,"(41.762858930894254, -87.56324917745165)"
2211786-20150216,2370229,49586,2,EMMETT CORA,EMMETT CORA,7744 S SOUTH SHORE DR  610,CHICAGO,IL,60649,7,65,7-65,4,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2211786,RENEW,,12/15/2014,02/11/2015,N,02/16/2015,02/15/2017,,02/11/2015,AAI,,,41.755977269,-87.552522756,"(41.755977268600226, -87.55252275588643)"
6236-20150416,2381149,50581,1,JOO JIN KIM,ROYAL WIG'S & BEAUTY SUPPLY,2048 E 71ST ST 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,,,6236,RENEW,,02/15/2015,02/25/2015,N,04/16/2015,04/15/2017,02/25/2015,02/25/2015,AAC,12/20/2016,42,41.766368967,-87.574314618,"(41.76636896727846, -87.57431461776116)"
2205121-20160516,2454013,51936,1,ELIJAH BURRIS,BURRIS & SONS HEATING/COOLING,7850 S COLFAX AVE 1ST,CHICAGO,IL,60649,7,17,7-17,4,4404,Regulated Business License,673,Home Repair Services,2205121,RENEW,,03/15/2016,04/16/2016,N,05/16/2016,05/15/2018,04/16/2016,04/18/2016,AAI,,49,41.752109366,-87.561538619,"(41.75210936626475, -87.56153861904906)"
18090-20160516,2454014,51936,1,ELIJAH BURRIS,BURRIS & SONS HEATING/COOLING,7850 S COLFAX AVE 1ST,CHICAGO,IL,60649,7,17,7-17,4,1010,Limited Business License,902 | 901,"Heating, Ventilation and Air Conditioning Services - Commercial | Heating, Ventilation and Air Conditioning Services - Residential",18090,RENEW,,03/15/2016,04/16/2016,N,05/16/2016,05/15/2018,04/16/2016,04/18/2016,AAI,,49,41.752109366,-87.561538619,"(41.75210936626475, -87.56153861904906)"
19396-20160416,2448176,52075,1,EDNA P GUYSE,GUYSE SALON OF BEAUTY,2309 E 71ST ST 1ST,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,894,Hair Services,19396,RENEW,,02/15/2016,03/01/2016,N,04/16/2016,04/15/2018,03/01/2016,03/02/2016,AAI,,42,41.766036251,-87.568588075,"(41.76603625070917, -87.56858807496283)"
19402-20160516,2454015,52076,1,BILLY C JOHNSON SR,BILL JOHNSON LANDSCAPE DESIGNE,1725 E 75TH ST  1,CHICAGO,IL,60649,8,20,8-20,4,1010,Limited Business License,,,19402,RENEW,,03/15/2016,04/14/2016,N,05/16/2016,05/15/2018,04/14/2016,04/15/2016,AAI,,,41.758694019,-87.582478555,"(41.758694019253355, -87.58247855519961)"
2293851-20160716,2465754,52226,3,DOUGLAS K POWELL,LAKESHORE FLORIST & GIFT SHOP,1969 E 73RD ST 1ST,CHICAGO,IL,60649,5,26,5-26,3,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2293851,RENEW,,05/15/2016,10/05/2016,N,07/16/2016,07/15/2018,10/05/2016,10/05/2016,AAI,,,41.762399929,-87.576597359,"(41.762399929403244, -87.57659735880823)"
2102696-20150316,2375716,52387,4,ESCHOL K HALL,HALL' S CLEANING SUPPLY,2255 E 75TH ST 1ST,CHICAGO,IL,60649,7,34,7-34,4,1010,Limited Business License,,,2102696,RENEW,,01/16/2015,06/11/2015,N,03/16/2015,03/15/2017,06/11/2015,06/12/2015,AAI,,49,41.75884923,-87.569035593,"(41.75884922952902, -87.56903559258501)"
22469-20160516,2454024,52438,1,ALEX B TAYLOR,ALEXTRONIC SYSTEMS,1869 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,,,22469,RENEW,,03/15/2016,06/20/2016,N,05/16/2016,05/15/2018,06/20/2016,06/20/2016,AAI,,42,41.765941148,-87.578626892,"(41.76594114767397, -87.57862689246127)"
26881-20160316,2444001,53040,1,MAJOR & ELIZABETH MATTHEWS,MAJOR'S HAIR CARE SALON,7625 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1010,Limited Business License,,,26881,RENEW,,01/15/2016,03/16/2016,N,03/16/2016,03/15/2018,03/16/2016,03/17/2016,AAI,,,41.756293205,-87.5759413,"(41.75629320501502, -87.57594129993471)"
2214388-20150316,2375740,53716,1,JOSE PERALTA,KAR KARE SERVICE,7455 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,44,7-44,3,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2214388,RENEW,,01/16/2015,03/12/2015,N,03/16/2015,03/15/2017,03/12/2015,03/26/2015,AAI,,49,41.759621864,-87.560344751,"(41.75962186358229, -87.56034475059468)"
2359425-20160919,2359425,54171,3,KENNETH M HENNINGS,HENSAAL MANAGEMENT,2321 E 71ST ST 1ST,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,619,Business and Management Consulting,2359425,C_LOC,10/01/2014,10/01/2014,09/16/2016,N,09/19/2016,10/15/2018,09/16/2016,09/19/2016,AAI,,42,41.766034404,-87.568128851,"(41.76603440396665, -87.56812885068709)"
36887-20150416,2381249,54480,1,CLARA MCGRAW,MAISON BLEU  SALON AND FLOWERS,1814- 14 1/2 E 79TH ST # 1ST,CHICAGO,IL,60649,8,26,8-26,4,1010,Limited Business License,894,Hair Services,36887,RENEW,,02/15/2015,04/16/2015,N,04/16/2015,04/15/2017,04/16/2015,04/17/2015,AAI,,50,41.751662447,-87.580258371,"(41.75166244736311, -87.58025837135564)"
37863-20161216,2493969,54660,1,"CATLEDGE, INC.",CITY CLEANERS,7159 S STONY ISLAND AVE # 1ST,CHICAGO,IL,60649,5,49,5-49,3,1010,Limited Business License,,,37863,RENEW,,10/15/2016,12/05/2016,N,12/16/2016,12/15/2018,12/05/2016,12/19/2016,AAI,,42,41.764285927,-87.585727159,"(41.76428592682228, -87.58572715902281)"
1273042-20150616,2393271,54941,20,"GAMESTOP, INC.",GAMESTOP #1570,7131 S JEFFERY BLVD,CHICAGO,IL,60649,5,54,5-54,3,1683,Secondhand Dealer (Includes Valuable Objects),624,Buying and Reselling of Used Valuable Objects,1273042,RENEW,,04/15/2015,05/21/2015,N,06/16/2015,06/15/2017,05/21/2015,06/25/2015,AAI,,42,41.765189524,-87.576133104,"(41.765189524327816, -87.57613310396634)"
41697-20161016,2485013,55281,1,LEITELT BROTHERS,LEITELT BROTHERS,7721 S SOUTH CHICAGO AVE 1ST,CHICAGO,IL,60619,5,12,5-12,4,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,41697,RENEW,,08/15/2016,10/14/2016,N,10/16/2016,10/15/2018,10/14/2016,10/17/2016,AAI,,42,41.754315881,-87.589279028,"(41.75431588103227, -87.58927902813636)"
43297-20150316,2375775,55510,1,LEOLA JONES,M & R PRESCRIPTION CENTER,1959 E 71ST ST  1,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,,,43297,RENEW,,01/16/2015,02/23/2015,N,03/16/2015,03/15/2017,02/23/2015,02/24/2015,AAI,,42,41.765958156,-87.576434072,"(41.765958155942734, -87.57643407187209)"
46665-20160516,2469148,56050,1,"DUNMORE AUTO SALES, INC.",DUNMORE AUTO SALES,7320 S STONY ISLAND AVE,CHICAGO,IL,60649,7,19,7-19,3,1010,Limited Business License,793,Sales / Rental / Lease of Motorized Vehicles,46665,RENEW,,05/16/2016,05/16/2016,N,05/16/2016,05/15/2018,05/16/2016,05/17/2016,AAI,,42,41.761734192,-87.586360087,"(41.76173419154443, -87.58636008736542)"
47289-20150316,2375782,56136,1,SAIFEE CORPORATION,METRO HARDWARE,2260 E 75TH ST 1ST,CHICAGO,IL,60649,7,50,7-50,3,1010,Limited Business License,904,Retail Sales of General Merchandise,47289,RENEW,,01/16/2015,03/12/2015,N,03/16/2015,03/15/2017,03/12/2015,03/13/2015,AAI,,49,41.759070489,-87.568872191,"(41.75907048936796, -87.56887219112417)"
2391467-20150402,2391467,56293,3,PAUL WHITE,PAUL WHITE,7637 S COLFAX AVE 1ST 1A,CHICAGO,IL,60649,7,28,7-28,4,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2391467,ISSUE,04/02/2015,04/02/2015,04/02/2015,N,04/02/2015,02/15/2017,,04/02/2015,AAI,,,41.756132392,-87.56131983,"(41.75613239163951, -87.56131982987552)"
51033-20150316,2375805,56789,1,TRACY LE,TRACY NAILS,2138 E 71ST ST 1ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,895,Nail Services,51033,RENEW,,01/16/2015,04/01/2015,N,03/16/2015,03/15/2017,04/01/2015,04/02/2015,AAI,,42,41.766387041,-87.572317278,"(41.76638704073695, -87.5723172777287)"
54835-20161216,2493978,57423,1,75TH & STONY ISLAND CURRENCY,75TH STONY ISLAND CURRENCY,1611 E 75TH ST  1,CHICAGO,IL,60649,8,20,8-20,4,1010,Limited Business License,708,Miscellaneous Commercial Services,54835,RENEW,,10/15/2016,12/07/2016,N,12/16/2016,12/15/2018,12/07/2016,12/08/2016,AAI,,42,41.758663454,-87.585246658,"(41.758663453815245, -87.58524665830237)"
1144012-20161216,2493980,57579,3,JEANETTE DJOKWE,LAURE AFRICAN HAIR BRAIDING,2050 1/2 E 71ST ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,894,Hair Services,1144012,RENEW,,10/15/2016,12/08/2016,N,12/16/2016,12/15/2018,12/08/2016,12/09/2016,AAI,,42,41.766369887,-87.574235763,"(41.7663698871704, -87.57423576275286)"
59740-20150316,2419594,58417,1,JOSEPHINE WATERS,JOSEPHINE JET SET BEAUTY SALON,2542 E 79TH ST  1,CHICAGO,IL,60649,7,17,7-17,4,1010,Limited Business License,,,59740,RENEW,,08/14/2015,08/14/2015,N,03/16/2015,03/15/2017,08/14/2015,08/14/2015,AAI,,49,41.751895185,-87.562120212,"(41.75189518549433, -87.56212021220097)"
64213-20151116,2425217,59178,3,"PLS FINANCIAL SOLUTIONS OF ILLINOIS, INC.",PAY DAY LOAN STORE SOUTH SHORE,2132 E 71ST ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,,,64213,RENEW,,09/15/2015,09/30/2015,N,11/16/2015,11/15/2017,09/30/2015,11/30/2015,AAI,,42,41.766385126,-87.572571905,"(41.76638512561548, -87.57257190534092)"
2153078-20150416,2381320,59999,2,STEVE-V-O MOVING SERVICES INCORPORATED,STEVE-V-O MOVING SERVICES INCORPORATED,1643 E 71ST ST 1ST,CHICAGO,IL,60649,7,70,7-70,3,1010,Limited Business License,,,2153078,RENEW,,02/15/2015,04/29/2015,N,04/16/2015,04/15/2017,04/29/2015,04/30/2015,AAI,,42,41.765887955,-87.584183949,"(41.76588795483863, -87.58418394923626)"
1273265-20150616,2393341,60958,9,"FALCON HOLDINGS, LLC",CHURCH'S CHICKEN # 584,7102 S STONY ISLAND AVE,CHICAGO,IL,60649,8,9,8-9,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1273265,RENEW,,04/15/2015,06/19/2015,N,06/16/2015,06/15/2017,06/19/2015,06/24/2015,AAI,,42,41.765870801,-87.586468368,"(41.76587080075327, -87.58646836805688)"
155-20150416,2381333,62471,1,"JAF, LTD.",JEFFERY PUB,7041 S JEFFERY BLVD,CHICAGO,IL,60649,5,40,5-40,3,1472,Music and Dance,916,Music and Dance,155,RENEW,,02/15/2015,04/15/2015,N,04/16/2015,04/15/2017,04/15/2015,05/13/2015,AAI,,42,41.766818068,-87.576170828,"(41.7668180675386, -87.5761708282342)"
154-20150416,2381331,62471,1,"JAF, LTD.",JEFFERY PUB,7041 S JEFFERY BLVD,CHICAGO,IL,60649,5,40,5-40,3,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",154,RENEW,,02/15/2015,04/15/2015,N,04/16/2015,04/15/2017,04/15/2015,05/13/2015,AAI,,42,41.766818068,-87.576170828,"(41.7668180675386, -87.5761708282342)"
153-20150416,2381332,62471,1,"JAF, LTD.",JEFFERY PUB,7041 S JEFFERY BLVD,CHICAGO,IL,60649,5,40,5-40,3,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,153,RENEW,,02/15/2015,04/15/2015,N,04/16/2015,04/15/2017,04/15/2015,05/13/2015,AAI,,42,41.766818068,-87.576170828,"(41.7668180675386, -87.5761708282342)"
10315-20160316,2444105,62921,2,IN SOO LEE,BEAUTY CONNECTION,2006 -2010 E 71ST ST 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,,,10315,RENEW,,01/15/2016,02/21/2016,N,03/16/2016,03/15/2018,02/21/2016,02/22/2016,AAI,,42,41.766356509,-87.575989995,"(41.7663565085852, -87.57598999470463)"
2093904-20150416,2381478,63414,150,STARBUCKS CORPORATION,STARBUCKS COFFEE # 2624,7101 S STONY ISLAND AVE 1 1,CHICAGO,IL,60649,5,49,5-49,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2093904,RENEW,,02/15/2015,03/18/2015,N,04/16/2015,04/15/2017,03/18/2015,03/18/2015,AAI,,42,41.765936859,-87.585772423,"(41.76593685872762, -87.58577242335306)"
1354768-20150716,2400182,63584,70,"ENTERPRISE LEASING COMPANY OF CHICAGO, LLC",ENTERPRISE RENT-A-CAR,7405 S STONY ISLAND AVE,CHICAGO,IL,60649,8,57,8-57,3,1010,Limited Business License,,,1354768,RENEW,,05/15/2015,02/24/2016,N,07/16/2015,07/15/2017,02/24/2016,09/28/2016,AAI,,42,41.76042305,-87.585628084,"(41.76042304968592, -87.5856280837233)"
2373623-20160616,2460007,64804,10,SUPER-TAX INC.,JACKSON HEWITT TAX SERVICE,6800 S STONY ISLAND AVE 1,CHICAGO,IL,60649,5,5,5-5,3,1010,Limited Business License,197,Tax Preparation Services,2373623,RENEW,,04/15/2016,09/22/2016,N,06/16/2016,06/15/2018,09/22/2016,09/22/2016,AAI,,42,41.771422336,-87.586427401,"(41.77142233637841, -87.5864274009539)"
2240113-20160616,2460016,65921,3,ANGELA SIMMONS,SALON SPICE BEAUTY BAR BOUTIQUE,7045 S JEFFERY BLVD 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,894,Hair Services,2240113,RENEW,,04/15/2016,06/13/2016,N,06/16/2016,06/15/2018,06/13/2016,06/13/2016,AAI,,42,41.766710238,-87.576168014,"(41.766710238255385, -87.57616801363568)"
