Name,BuildingNumber,Fraction,Street,Unit,City,Zip Code,GeoArea,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,Note,PhoneNumber,Email,Website
Stony Island Arts Bank,6760,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Arts and Entertainment,Museum,False,,,,
Bronzeville Theatre Company,7016,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Live theater,True,,,,
Lamoores Catering Service,7227,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Hall-party-cater,True,,773-752-5465,,
The Quarry Event Center,2423,,E 75th St,,Chicago,60649,South Shore,Active,Arts and Entertainment,Hall-party-cater,False,,773-259-1143,,
Melon Express Catering,7108,,S Oglesby Ave,,Chicago,60649,South Shore,Active,Arts and Entertainment,Hall-party-cater,True,,773-684-8420,,
Savoy Banquet Hall,2611,,E 75th St,,Chicago,60649,South Shore,Active,Arts and Entertainment,Hall-party-cater,False,,773-374-7060,,
Glam Galas,7752,,S East End Ave,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Hall-party-cater,True,,773-208-7974,,
Etcetera Wedding Consulting,7227,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Hall-party-cater,True,,,,
Family Affair Catering,7821,,S Muskegon Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Hall-party-cater,True,,773-375-2654,,
Red's New Generation,6926,,S Stony Island Ave,,Chicago,60637,South Shore,Active,Arts and Entertainment,Club-lounge-bar,False,,773-643-5100,,
Jeffery Pub,7041,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Arts and Entertainment,Club-lounge-bar,False,,773-363-8555,,
Club Escape,1530,,E 75th St,,Chicago,60619,South Shore,Active,Arts and Entertainment,Club-lounge-bar,False,,773-667-6454,,
Delta Kappa Gamma Society - Illinois Beta Psi Chapter,7736,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Social club,True,,,,
National Association Of Miniature Enthusiasts,7414,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Social club,True,,,,
National Association of Parliamentarians,6700,,S Crandon Ave,Apt 13C,Chicago,60649,South Shore,Active,Arts and Entertainment,Social club,True,,,,
Broken Arrow Horseback Riding Corporation,2017,,E 67th St,,Chicago,60649,South Shore,Active,Arts and Entertainment,Social club,True,,773-684-8588,,
Free & Accepted Masons of Illinois - 30 Western Light,6925,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Social club,True,,,,
Free & Accepted Masons Of Illinois - 52 Prince Hall,1506,,E 72nd St,,Chicago,,South Shore,Active,Arts and Entertainment,Social club,True,,,,
G De Haas And Associates Production,7344,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Performers & arts instructors,True,,,,
Archive Library,6918,,S Dorchester Ave,,Chicago,60637,South Shore,Out of Business,Arts and Entertainment,Performers & arts instructors,False,,312-462-2612,,
Le Bagatae Dance And Drum,6901,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Performers & arts instructors,True,,,,
Larlian Music,7144,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Performers & arts instructors,True,,773-667-6673,,
Ken Kool,2632,,E 74th St,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Performers & arts instructors,True,,773-636-4002,,
Muntu Dance Theatre of Chicago,1809,,E 71st St,Suite 203,Chicago,60649,South Shore,Active,Arts and Entertainment,Performers & arts instructors,False,,773-241-6080,,
My Naked Soul Productions,2214,,E 70th Pl,,Chicago,60649,South Shore,Active,Arts and Entertainment,Performers & arts instructors,True,,773-667-9608,,
Silkscreen Productions,2237,,E 70th Pl,,Chicago,60649,South Shore,Unknown,Arts and Entertainment,Performers & arts instructors,True,,708-439-8004,,
Ray of Hope Center of the Arts,1818,,E 71st St,St,Chicago,60649,South Shore,Active,Arts and Entertainment,Performers & arts instructors,False,,773-947-0447,,
Upanotch Records,2373,,E 70th St,Apt 1108,Chicago,,South Shore,Moved,Arts and Entertainment,Performers & arts instructors,True,,773-324-1705,,
Chicago Park District - South Shore Golf Course,7059,,S South Shore Dr,,Chicago,60649,South Shore,Active,Arts and Entertainment,Golf,False,,312-245-0909,,
Carousel Tours and Travel,6701,,S Crandon Ave,Apt 6C,Chicago,60649,South Shore,Active,Arts and Entertainment,Travel,True,,773-752-0033,,
Travelink Tours,2652,,E 73rd St,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Travel,True,,773-295-4662,,
Two Book Travel,2656,,E 73rd St,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Travel,True,,,,
On the Go Traveler,7722,,S Colfax Ave,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Travel,True,,773-734-8002,,
Theaster Gates Studio,7200,,S Kimbark Ave,,Chicago,60619,South Shore,Active,Arts and Entertainment,Other,False,,217-779-1955,,
South Shore Tourism Center,1813,,E 71st St,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Other,False,,773-955-9508,,
Sa Lone Productions,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Arts and Entertainment,Other,True,,773-493-8631,,
Tac Karate Southshore Martial Arts,7223,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Fitness,Fitness art,False,,773-684-8500,,
Step Alive,7009,,S Oglesby Ave,Ste 2B,Chicago,60649,South Shore,Unknown,Fitness,Fitness art,True,,,,
Vision 2 Vision Martial Arts Club,2204,,E 73rd St,,Chicago,60649,South Shore,Active,Fitness,Fitness art,False,,773-793-1253,,
Pump High Energy Fitness Center,1933,,E 71st St,St,Chicago,60649,South Shore,Active,Fitness,Gym,False,,773-808-8705,,
Chicago Park District - Don Nash Community Center,1833,,E 71st St,St,Chicago,60649,South Shore,Active,Fitness,Gym,False,,773-256-0904,,
Chicago Park District - Rainbow Beach Fieldhouse,3111,,E 77th St,,Chicago,60649,South Shore,Active,Fitness,Gym,False,,312-745-1479,,
Nutra Life Fitness Club,7242,,S Phillips Ave,,Chicago,,South Shore,Active,Fitness,Trainer,True,,,,
Old Gold Basketball Association,7653,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Fitness,Sport team,True,,,,
Amateur Athletic Union Of The United States,2624,,E 74th Pl,,Chicago,,South Shore,Active,Fitness,Sport team,True,,,,
We Mean Green Neighborhood Garden,7659,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Other,Community garden,True,,312-733-4640,,
South Shore Good Food Community Garden,1957,,E 73rd St,,Chicago,60649,South Shore,Out of Business,Other,Community garden,False,,773-420-3832,,
Community Garden,2700,,E 75th St,,Chicago,60649,South Shore,Out of Business,Other,Community garden,False,,,,
African World Research Institute,1719,,E 75th St,,Chicago,60649,South Shore,Out of Business,Other,Research body,False,,773-288-0999,,
Avh Security Consultants,6729,,S Ridgeland Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
B E Fruits Depot,6909,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
B Fli Productions,6851,,S Chappel Ave,Gdn,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Barbara Levingston,1359,,E 76th St,,Chicago,60619,South Shore,Unknown,Unknown,Unknown,True,,773-375-0362,,
Beautiful You,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
B&s Quality Management,7541,,S Kingston Ave,Ofc,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Arielcej 2,7321,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Arch Enterprises,7447,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-768-3734,,
Armstrong Enterprises,7321,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-375-9305,,
Aron G Bahta,6909,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Asa Management Investments,7631,,S Phillips Ave,Bsmt,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Ashland Management,7007,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Austin Bj,1441,,E 72nd Pl,,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,,,
Austrian Cultural Roundtable,7352,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Astro Development,7855,,S Coles Ave,Apt C,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-731-2596,,
Association for a Better Tomorrow,7229,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Association for Positive Development,6757,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-493-0110,,
Bronzeville Filmworks,7836,,S Euclid Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-375-5145,,
Blue,6700,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-643-6341,,
Bob-o-links Junior Golf Club,2024,,E 77th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Bop Initiative,1422,,E 71st Pl,Ste 1,Chicago,,South Shore,Unknown,Unknown,Unknown,True,,773-324-1399,,
Black Unity Preferred,7438,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Bessie Kates Foundation,6800,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Better Unity Means Progress,7826,,S Paxton Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Big River Productions,7843,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-768-7029,,
Bichi Concepts and Designs,7213,,S Yates Blvd,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-370-6700,,
American Communities Committee For All,2670,,E 78th St,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Alpha 1 Home Services,6934,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-966-5005,,
Angela Idowu,2314,,E 70th Pl,Apt 2,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Agape Global Outreach,7260,,S South Shore Dr,Apt 4I,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Affluent Marketing,2332,,E 70th Pl,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-842-9948,,
Albert Jordan,6845,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Air Cool Products,7321,,S South Shore Dr,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-768-7155,,
Alicia Crawford,6916,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-288-1887,,
Alicia K Matthews,6852,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
All Clean,7824,,S Yates Blvd,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
All In One General Supply Company,7749,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,No sign number business disconnected,773-374-0953,,
A Touch Of Classical Plus,7204,,S Ridgeland Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-667-2386,,
Abednego Investments Group,7131,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-684-7511,,
Academy for Scholarly Minds,7734,,S Colfax Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-374-8989,,
A Kiss of Honey Wholesale,7431,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-221-2474,,
1st Chicago Appraisals,2706,,E 76th Pl,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,,773-551-6802,,
761st Tank Battalion and Allied Veterans Association,6910,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
3ew Vista Shop,6923,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
6900 S Chappel Avenue Block Club,6936,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Community Intervention Development Services,7347,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Common Ground Foundation,6932,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-643-9034,,
Comprehensive Child and Adolescent Services,6720,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,Number is disconnected,773-643-0251,,
Contemporary Studies,6821,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Cornerstone,7823,,S Bennett Ave,Unit 25,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Cognitive Business Ventures,1633,,E 74th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,Phone nunber jeot ringing but no answer,773-324-8644,,
Dr Claudette McFarland,7433,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-643-0938,,
Deluxe Building Corporation,6922,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Denise L Johnson,7600,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Davenkeith,2210,,E 70th Pl,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Diane Fouch Health Products,7544,,S East End Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
DFJ Independent Services,6831,,S Dante Ave,,Chicago,60637,South Shore,Unknown,Unknown,Unknown,True,,,,
Designs of Elegances,7208,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Desinted Media Group,6751,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-375-5694,,
Da Jean Shears and Charity,7750,,S Muskegon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Cynthia Merchant,6950,,S Cregier Ave,Unit D,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Cytogen Corporation,7322,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
D J P Development Limited,6701,,S Crandon Ave,Apt 2B,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-324-0322,,
Curtis Hinton,7347,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-236-3619,,
Corporate Office Systems,2456,,E 72nd St,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,312-948-8434,,
Cosmic Alliance,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Crosier Community Of Chicago,7412,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Children Home Aid,7702,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Children's Center for Learning Capacities,6901,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
CHS Marketing Group,6916,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-288-0227,,
Chynadoll Enterprises,7022,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Chicago Cotillion Charities Foundation,7321,,S South Shore Dr,Apt 10E,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Chicago Inquirer,2051,,E 72nd St,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No sign or number,,,
Chi Child Records,7363,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Cheers Antnce,2506,,E 78th St,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,,,,
Chase Holdings,7241,,S Luella Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-288-8115,,
Brooks Permissions,6910,,S Cornell Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-324-4844,,
Broughton Group,7157,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,312-560-7079,,
Brown Boy S,7359,,S Clyde Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Brs Global,7120,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,219-689-0979,,
Candy Wonderland,6819,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,708-849-1701,,
Capital Funding Solutions,6945,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Bufford Marital,7321,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
C Monee,7635,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-933-1728,,
C S Perry And Associates,2205,,E 70th Pl,Apt 2E,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Carriers In Millenium National,6715,,S Ridgeland Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Carrs Environmental Protection,6900,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Carmon Campbell Fontenot Scholarship Foundation,7011,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
CB Logistics,6923,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
CE Services,7141,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-818-9166,,
Cetek Solutions,6700,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-752-8508,,
Cfm Designs,7321,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Chapman Popcorn,7129,,S Euclid Ave,Apt 2,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-608-9625,,
Charles P Cotton,7411,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-731-8436,,
Charles Ramos Enterprises,7656,,S Euclid Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-230-7931,,
Feed My Sheep,6909,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Fathers For Future Foundation,1809,,E 71st Pl,Ste 200,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No sign or number,,,
EWP Executive Cleaning Services,7239,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Exalt Marketing Communications,2038,,E 72nd Pl,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-324-0775,,
Estate Entertainment,6932,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-573-7295,,
Evangelist Williams and Soldier,7532,,S Yates Blvd,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Evelyn Gray,7305,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,312-563-7123,,
Express Medical Claims Processing,7408,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-203-9820,,
Eye Urban Development,7832,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Dildy Group,7028,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Diverse Horizons,6929,,S East End Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Diversity Spa,6825,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,708-969-7485,,
Dmg Properties,7260,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Drastic Productions,7417,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Donna Murray Designs,7447,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
EMSR Service Group,7755,,S Constance Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-977-3107,,
enFULLAffect Marketing,6940,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Eric J Sanders,7006,,S Constance Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-643-5440,,
Echo Alumni Association,7818,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
E Z Electric Systems,7243,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Elan Consulting Group,6730,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-955-3526,,
Elijah Meshiah & Associates,7512,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-752-3338,,
Ellisgroup Investments,7754,,S Yates Blvd,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Fred Williams,2355,,E 67th St,Apt 305,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Focus Music Unlimited,1509,,E 74th Pl,,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,,,
Fisherman's Consulting Group,7251,,S South Shore Dr,Ofc,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-374-4401,,
Francis Gilmore,6736,,S Jeffery Ave,Ste 2,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
G T Lewis and Associates,7328,,S Euclid Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-752-3745,,
Gabby Miles,1518,,E 73rd St,,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,,,
Garth Marvin And Associates,7601,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-734-3018,,
Gary Mayberry,7422,,S Blackstone Ave,Unit 1,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,773-324-4932,,
Gambisara Enterprise,1709,,E 73rd St,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-216-5821,,
Fruit Of Vine,7716,,S Phillips Ave,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No signs or number,,,
Frye,7132,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-491-0890,,
Glenn's House,1907,,E 74th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Goldstar Communications And Marketing,6728,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-363-6747,,
Godwin And Godwin,7051,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Gifts For Your Home,7760,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Gil Walker and Associates,7724,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Gilmore Service,2043,,E 72nd Pl,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Gina Wina,7807,,S Essex Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-375-8030,,
Gets Hair Of Greater Chicago,6700,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-768-7977,,
Grant Mc Nair,6715,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-493-5403,,
Gray Capital,1636,,E 69th St,Ste 3D,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,773-410-5118,,
Great Lakes De,7217,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Hamilton Holistic Healthcare Limited,7427,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-933-3805,,
South Shore Little League,7145,,S Yates Blvd,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Six Entertainment,7411,,S Constance Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-493-8225,,
Sonya Hardy,6901,,S Cregier Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-684-6759,,
Soulshore,2226,,E 70th Pl,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Smart Start Academy,7362,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-653-5195,,
Solo Projex,7800,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-412-7364,,
Seedtime And Harvest,1509,,E 74th Pl,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Serpentwise Films,7037,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Sevan Solutions,7604,,S Phillips Ave,Apt 3,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Senegal Community Center,1962,,E 73rd St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
SCM Consulting Group,6945,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-635-1400,,
Security Intervention Network Agency,7355,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-734-8014,,
S Rainer Organic Export,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
S T Y L E,1512,,E 69th St,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Star And Crest Decorating,6700,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-269-1587,,
Suburban Emergency Physicians Group,6836,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Sutton Investments,7111,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Sweco Troutman,6916,,S Chappel Ave,Ste 1W,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Swift Investment Solutions,7741,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
T And P Enterprises,1421,,E 67th Pl,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No sign no number,,,
Terrance Lake Commisary,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Terrence Hines,6901,,S Oglesby Ave,Apt 5A,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-288-3615,,
Talent Development Group,7610,,S South Shore Dr,Fl 3,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Talkin Smack Publishing,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-960-6620,,
Tat's Place Music Center,7319,,S Yates Blvd,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-667-0182,,
The Mid-west Association For Creative Dynamism,7235,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
One Law Music,7724,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Noble International (usa),7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Next Level Insurance Agency,7110,,S Cornell Ave,Apt 3B,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
New Life Essentials,6712,,S Ridgeland Ave,Ste 2A,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
